filepath,file_size_mb,modalities_present,num_timesteps,lat,lon
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_120.h5,19.30,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258339,118.111572
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_121.h5,18.92,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258339,118.111572
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_122.h5,19.03,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258339,118.111572
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_123.h5,18.71,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258339,118.111572
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_124.h5,20.78,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281441,118.111816
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_125.h5,21.13,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281441,118.111816
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_126.h5,21.16,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281441,118.111816
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_127.h5,20.91,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281441,118.111816
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_128.h5,20.74,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004002,118.135117
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_129.h5,20.30,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004002,118.135117
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_13.h5,21.84,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143257,118.057693
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_130.h5,20.07,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004002,118.135117
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_131.h5,20.42,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004002,118.135117
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_132.h5,19.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027103,118.135368
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_133.h5,19.84,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027103,118.135368
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_134.h5,19.60,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027103,118.135368
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_135.h5,19.24,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027103,118.135368
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_136.h5,21.92,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050205,118.135620
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_137.h5,22.21,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050205,118.135620
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_138.h5,21.35,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050205,118.135620
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_139.h5,21.16,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050205,118.135620
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_14.h5,22.48,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143257,118.057693
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_140.h5,21.28,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073307,118.135880
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_141.h5,20.87,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073307,118.135880
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_142.h5,21.42,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073307,118.135880
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_143.h5,21.91,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073307,118.135880
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_144.h5,20.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096409,118.136131
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_145.h5,20.56,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096409,118.136131
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_146.h5,20.57,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096409,118.136131
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_147.h5,20.05,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096409,118.136131
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_148.h5,20.49,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119511,118.136383
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_149.h5,20.07,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119511,118.136383
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_15.h5,22.40,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143257,118.057693
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_150.h5,20.49,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119511,118.136383
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_151.h5,20.42,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119511,118.136383
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_152.h5,18.40,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.142611,118.136635
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_153.h5,18.74,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.142611,118.136635
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_154.h5,18.36,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.142611,118.136635
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_155.h5,18.06,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.142611,118.136635
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_156.h5,20.46,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.165712,118.136894
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_157.h5,20.85,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.165712,118.136894
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_158.h5,20.42,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.165712,118.136894
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_159.h5,20.96,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.165712,118.136894
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_16.h5,22.30,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166359,118.057930
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_160.h5,20.52,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.188814,118.137146
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_161.h5,20.62,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.188814,118.137146
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_162.h5,20.08,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.188814,118.137146
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_163.h5,20.32,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.188814,118.137146
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_164.h5,20.15,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.211916,118.137405
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_165.h5,20.52,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.211916,118.137405
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_166.h5,20.41,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.211916,118.137405
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_167.h5,20.56,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.211916,118.137405
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_168.h5,19.74,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235016,118.137657
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_169.h5,19.31,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235016,118.137657
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_17.h5,22.13,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166359,118.057930
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_170.h5,19.68,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235016,118.137657
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_171.h5,19.59,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235016,118.137657
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_172.h5,17.46,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258118,118.137917
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_173.h5,17.11,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258118,118.137917
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_174.h5,17.82,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258118,118.137917
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_175.h5,17.54,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258118,118.137917
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_176.h5,18.92,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281218,118.138168
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_177.h5,19.21,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281218,118.138168
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_178.h5,18.68,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281218,118.138168
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_179.h5,18.91,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281218,118.138168
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_18.h5,22.27,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166359,118.057930
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_180.h5,20.03,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.003777,118.161400
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_181.h5,19.97,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.003777,118.161400
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_182.h5,20.51,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.003777,118.161400
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_183.h5,21.28,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.003777,118.161400
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_184.h5,20.43,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.026878,118.161652
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_185.h5,20.87,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.026878,118.161652
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_186.h5,19.54,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.026878,118.161652
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_187.h5,20.06,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.026878,118.161652
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_188.h5,21.27,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.049980,118.161911
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_189.h5,20.47,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.049980,118.161911
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_19.h5,22.22,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166359,118.057930
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_190.h5,20.31,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.049980,118.161911
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_191.h5,20.03,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.049980,118.161911
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_192.h5,19.81,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073082,118.162170
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_193.h5,19.78,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073082,118.162170
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_194.h5,21.55,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073082,118.162170
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_195.h5,20.88,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073082,118.162170
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_196.h5,20.13,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096184,118.162430
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_197.h5,20.00,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096184,118.162430
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_198.h5,19.99,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096184,118.162430
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_199.h5,20.02,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096184,118.162430
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_2.h5,18.30,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189667,118.031837
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_20.h5,22.24,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189461,118.058167
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_21.h5,22.26,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189461,118.058167
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_22.h5,22.21,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189461,118.058167
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_23.h5,21.92,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189461,118.058167
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_24.h5,22.06,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212563,118.058403
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_25.h5,21.96,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212563,118.058403
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_26.h5,22.32,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212563,118.058403
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_27.h5,22.20,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212563,118.058403
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_28.h5,21.99,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027536,118.082802
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_29.h5,21.14,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027536,118.082802
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_3.h5,18.66,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189667,118.031837
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_30.h5,21.98,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027536,118.082802
